cell,orig.ident,nCount_gene,nFeature_gene,nCount_RNA,nFeature_RNA,sample_id,sample_id_1,tissue_type,Kit_ID,Kit_sample,Seq_Number,Tissue.Type,Prep.Method,Prep.Number,Age,Time.Group,Poor_Read_Number,Moderate_Alignment,Rod_Cells,Possible_Rods,Non_Photoreceptors,Collection_Method,Outliers,VSX2_Outlier,X9_Cluster_Green_Rods,HR_Cluster_LB,HR_Cluster_Black,HR_Cluster_LG,HR_Cluster_DG,HR_Cluster_Pink,Cluster_Color,Fetal_Age,Old_Seq_Number,Old_Seq_Kit_ID,excluded_because,batch,names,type,gene_snn_res.0.2,seurat_clusters,gene_snn_res.0.4,gene_snn_res.0.6,gene_snn_res.0.8,gene_snn_res.1,gene_snn_res.1.2,gene_snn_res.1.4,gene_snn_res.1.6,gene_snn_res.1.8,gene_snn_res.2,read_count,percent.mt,nCount_transcript,nFeature_transcript,transcript_snn_res.0.2,transcript_snn_res.0.4,transcript_snn_res.0.6,transcript_snn_res.0.8,transcript_snn_res.1,transcript_snn_res.1.2,transcript_snn_res.1.4,transcript_snn_res.1.6,transcript_snn_res.1.8,transcript_snn_res.2,ident
ds20181001-0507,ds20181001,789777.9522300495,1269,2786560.65789928,7623,ds20181001-0507,ds20181001-0507,organoid,2B,27,3,Organoid,Kuwahara,115,126,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0507,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.39090379054820484,788142.885088796,3413,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0508,ds20181001,438718.3500390263,1270,1998461.87109965,7350,ds20181001-0508,ds20181001-0508,organoid,2B,28,3,Organoid,Kuwahara,115,126,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0508,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.2947879465328953,437791.1195120576,3378,1,1,0,0,3,3,2,1,7,7,3
ds20181001-0509,ds20181001,637325.747538798,1252,2675049.29609296,7295,ds20181001-0509,ds20181001-0509,organoid,2B,29,3,Organoid,Kuwahara,115,126,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0509,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.23573892911294467,636371.6938458357,3440,1,3,3,3,3,3,2,1,9,10,3
ds20181001-0510,ds20181001,563041.0170192558,1346,2412737.92528639,7928,ds20181001-0510,ds20181001-0510,organoid,2B,30,3,Organoid,Kuwahara,115,126,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0510,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.35376089228396485,559618.684593872,3668,1,3,3,3,3,3,2,1,9,10,3
ds20181001-0511,ds20181001,438510.94932206365,896,1953920.94853945,5331,ds20181001-0511,ds20181001-0511,organoid,2B,31,3,Organoid,Kuwahara,115,126,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0511,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.4817806562993871,436878.68743782333,2103,1,1,0,0,3,3,2,1,7,7,3
ds20181001-0512,ds20181001,613330.1337513673,1389,2585377.48143231,8189,ds20181001-0512,ds20181001-0512,organoid,2B,32,3,Organoid,Kuwahara,115,126,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0512,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.38538678314536,611551.9891547272,3516,1,1,0,0,3,3,2,1,7,7,3
ds20181001-0513,ds20181001,313594.4844761439,1162,1343553.67791318,7018,ds20181001-0513,ds20181001-0513,organoid,2B,33,3,Organoid,Kuwahara,115,126,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0513,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.4430575910170838,312104.9186650317,3183,1,3,3,3,3,3,2,1,9,10,0
ds20181001-0514,ds20181001,506398.26872476435,1347,2224928.23684688,7993,ds20181001-0514,ds20181001-0514,organoid,2B,34,3,Organoid,Kuwahara,115,126,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonPRs,ds20181001_organoid,ds20181001-0514,PE,1,4,1,0,0,0,5,4,4,5,4,NA,0.5555927308168729,503644.5063418142,3697,1,1,0,0,2,2,0,3,2,2,4
ds20181001-0515,ds20181001,569456.90045884,1559,2629220.65912563,9351,ds20181001-0515,ds20181001-0515,organoid,2B,35,3,Organoid,Kuwahara,115,126,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0515,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.3178588853124335,568977.6824949138,4318,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0516,ds20181001,369321.91521245945,993,1352539.74781671,5655,ds20181001-0516,ds20181001-0516,organoid,2B,36,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0516,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.5377885592900737,368442.654374674,2545,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0517,ds20181001,638517.2898751552,1334,2618578.31536536,7882,ds20181001-0517,ds20181001-0517,organoid,2B,37,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0517,PE,2,6,3,3,3,3,1,7,5,7,6,NA,0.36012992489788576,637886.7683845565,3738,2,4,4,4,8,8,8,8,8,8,6
ds20181001-0518,ds20181001,331681.34855917684,781,1158975.89278187,4483,ds20181001-0518,ds20181001-0518,organoid,2B,38,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0518,PE,2,6,3,3,3,3,1,8,5,7,6,NA,0.5112528633852352,332026.252307072,1726,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0519,ds20181001,317521.0651790929,847,1256181.82027311,4954,ds20181001-0519,ds20181001-0519,organoid,2B,39,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0519,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.6014462954933404,317341.9775696391,1956,1,3,3,3,4,5,5,5,4,4,3
ds20181001-0520,ds20181001,479959.34412881226,1260,2243135.54916881,7447,ds20181001-0520,ds20181001-0520,organoid,2B,40,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0520,PE,1,4,1,0,0,0,5,4,4,5,4,NA,0.5987599229414642,479399.9310034944,3422,1,1,0,0,2,2,0,3,2,2,4
ds20181001-0521,ds20181001,653712.2658507455,1184,2520573.01522392,6895,ds20181001-0521,ds20181001-0521,organoid,2B,41,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0521,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.47047817103940015,651770.618798813,3258,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0522,ds20181001,357276.45374785893,797,1372673.73237831,4408,ds20181001-0522,ds20181001-0522,organoid,2B,42,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0522,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.5923313903156335,357757.79061760043,1895,1,1,0,0,3,3,2,1,7,7,3
ds20181001-0523,ds20181001,457914.0372015922,1002,1882859.47152267,5679,ds20181001-0523,ds20181001-0523,organoid,2B,43,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0523,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.19828136091369938,455904.72194586863,2491,1,1,0,0,3,3,2,1,7,7,3
ds20181001-0524,ds20181001,849323.9978255976,1223,3053278.60940558,7284,ds20181001-0524,ds20181001-0524,organoid,2B,44,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0524,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.4169682837695172,849635.5919844077,3439,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0525,ds20181001,1016516.3747688188,1403,3716742.29173647,7841,ds20181001-0525,ds20181001-0525,organoid,2B,45,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0525,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.5173910268840578,1012476.0229308455,3833,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0526,ds20181001,872824.2885910405,1363,3645497.96426336,7833,ds20181001-0526,ds20181001-0526,organoid,2B,46,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0526,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.7327585100461702,871834.1625590776,3826,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0527,ds20181001,638953.1055214689,1576,2589129.92910343,9133,ds20181001-0527,ds20181001-0527,organoid,2B,47,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0527,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.4303851172084468,638542.9932674436,4301,2,4,4,4,5,6,6,6,5,5,8
ds20181001-0528,ds20181001,823060.1875046656,1654,3634246.77948246,9729,ds20181001-0528,ds20181001-0528,organoid,2B,48,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0528,PE,2,6,3,3,3,3,1,8,5,7,6,NA,0.47766047907040965,822675.5971749071,4753,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0529,ds20181001,812996.0055836354,1297,2941798.57022498,7595,ds20181001-0529,ds20181001-0529,organoid,2B,49,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0529,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.36178154138963275,809822.8229761389,3795,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0530,ds20181001,337327.1574224155,1162,1392879.66386456,7100,ds20181001-0530,ds20181001-0530,organoid,2B,50,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0530,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.26092741380084783,336679.3378045844,3112,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0531,ds20181001,783709.7593087254,1306,3202502.52524195,7517,ds20181001-0531,ds20181001-0531,organoid,2B,51,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0531,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.26840591762742827,781853.2734846424,3529,1,3,3,3,3,3,2,1,9,10,0
ds20181001-0532,ds20181001,476332.60529324634,1624,1889665.94044548,9524,ds20181001-0532,ds20181001-0532,organoid,2B,52,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0532,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.36770393547428537,475602.4717865088,4414,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0533,ds20181001,765834.778385811,1257,3366490.9781146,7113,ds20181001-0533,ds20181001-0533,organoid,2B,53,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0533,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.2364054818824902,764088.1361639609,3492,1,3,3,3,3,3,2,1,9,10,3
ds20181001-0534,ds20181001,1126626.9304155207,1312,4262980.33740325,7665,ds20181001-0534,ds20181001-0534,organoid,2B,54,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0534,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.3278420173336073,1125854.3553440773,3801,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0535,ds20181001,1064663.518428291,1330,4081584.11942462,7682,ds20181001-0535,ds20181001-0535,organoid,2B,55,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0535,PE,2,6,3,3,3,3,1,8,5,7,6,NA,0.364734483281043,1064766.1408920856,3628,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0536,ds20181001,848984.8129690253,1716,3481428.89726283,9734,ds20181001-0536,ds20181001-0536,organoid,2B,56,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0536,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.3991657282978906,848342.3787813273,4817,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0537,ds20181001,724568.3248571401,1592,2752514.44377862,9481,ds20181001-0537,ds20181001-0537,organoid,2B,57,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0537,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.3570653208228768,723407.3965028381,4549,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0538,ds20181001,829235.5445625273,1631,3102445.78078085,9583,ds20181001-0538,ds20181001-0538,organoid,2B,58,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0538,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.5372539151816262,828922.6439305532,4731,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0539,ds20181001,685106.8727492671,1354,2899443.19621905,7819,ds20181001-0539,ds20181001-0539,organoid,2B,59,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0539,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.5229935745390453,684674.3063822173,3670,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0540,ds20181001,593380.2818114685,1556,2388958.88081578,9359,ds20181001-0540,ds20181001-0540,organoid,2B,60,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0540,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.34705558772242073,592268.7504987135,4233,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0541,ds20181001,398495.7681815084,904,1568404.11772172,5004,ds20181001-0541,ds20181001-0541,organoid,2B,61,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0541,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.03701691570827433,397842.35792270367,2122,1,1,0,0,3,3,2,1,7,7,3
ds20181001-0542,ds20181001,797258.8902124353,1700,3441269.55505188,10355,ds20181001-0542,ds20181001-0542,organoid,2B,62,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0542,PE,2,6,3,3,3,3,1,7,5,7,6,NA,0.26164199000785276,797103.8872428769,5063,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0543,ds20181001,935634.592437919,1241,2990767.95520442,7153,ds20181001-0543,ds20181001-0543,organoid,2B,63,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0543,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.637775387663661,933754.0938387974,3304,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0544,ds20181001,923337.4902439376,1049,2987021.6791596,5875,ds20181001-0544,ds20181001-0544,organoid,2B,64,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0544,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.4683483033020744,921572.7907026309,2799,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0545,ds20181001,572082.1033803556,1092,2100239.12813713,6369,ds20181001-0545,ds20181001-0545,organoid,2B,65,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0545,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.35793926088860645,571720.7069332051,2823,1,3,3,3,3,3,2,1,9,10,0
ds20181001-0546,ds20181001,642653.341886795,1015,2188994.23590781,5763,ds20181001-0546,ds20181001-0546,organoid,2B,66,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0546,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.5271910165904982,641926.8307364105,2591,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0547,ds20181001,656727.661784684,1643,2476995.74798337,9497,ds20181001-0547,ds20181001-0547,organoid,2B,67,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0547,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.8867089423651472,656027.1414993164,4404,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0548,ds20181001,893281.1883587592,1195,3122977.17342855,7052,ds20181001-0548,ds20181001-0548,organoid,2B,68,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0548,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.44885851645954805,891823.6369612938,3234,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0549,ds20181001,785354.8315292192,1786,2966288.07255689,9952,ds20181001-0549,ds20181001-0549,organoid,2B,69,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0549,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.7947372887202329,784919.451631515,4852,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0550,ds20181001,755943.2978157001,1181,3011368.76480015,6742,ds20181001-0550,ds20181001-0550,organoid,2B,70,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0550,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.694531260988779,751713.6358200144,3110,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0551,ds20181001,797651.6398775273,1668,3067267.36347425,9791,ds20181001-0551,ds20181001-0551,organoid,2B,71,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0551,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.5476140468645884,796881.4267176744,4759,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0552,ds20181001,798912.9494230024,1680,3030539.26250493,9618,ds20181001-0552,ds20181001-0552,organoid,2B,72,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0552,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.7317144768855178,797393.564235679,4496,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0553,ds20181001,742426.4191403722,1645,2675354.77487627,9561,ds20181001-0553,ds20181001-0553,organoid,2B,73,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0553,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.8017669245671273,741439.7234389345,4419,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0554,ds20181001,821297.3112188213,1512,3088893.00171371,8611,ds20181001-0554,ds20181001-0554,organoid,2B,74,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0554,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.7023094841395547,821682.610960589,4026,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0555,ds20181001,590160.6398281843,1550,2782685.26641666,8922,ds20181001-0555,ds20181001-0555,organoid,2B,75,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0555,PE,1,4,1,0,0,0,3,1,1,1,4,NA,0.25777539980499203,588140.894520337,4150,1,1,0,0,2,2,0,3,2,2,4
ds20181001-0556,ds20181001,697708.0771491565,1733,3039654.06964408,9956,ds20181001-0556,ds20181001-0556,organoid,2B,76,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0556,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.4215478711240937,693125.6740945101,4957,0,2,1,1,9,9,9,10,11,11,2
ds20181001-0557,ds20181001,670261.36785588,1852,3065270.524078,10811,ds20181001-0557,ds20181001-0557,organoid,2B,77,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0557,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.641257744538972,668749.2996814614,5174,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0558,ds20181001,857746.7371338498,1527,3698053.33265669,8667,ds20181001-0558,ds20181001-0558,organoid,2B,78,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0558,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.5154444842506819,855934.879796468,4265,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0559,ds20181001,901658.6502996107,1644,3870405.48174754,9458,ds20181001-0559,ds20181001-0559,organoid,2B,79,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0559,PE,0,9,2,2,2,2,0,9,9,11,9,NA,0.24688896289348314,899009.44454237,4667,0,2,1,1,9,9,9,10,11,11,9
ds20181001-0560,ds20181001,809538.9749723752,1854,3730281.87387432,10635,ds20181001-0560,ds20181001-0560,organoid,2B,80,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0560,PE,0,5,2,2,2,2,0,6,6,6,5,NA,0.057623464843817467,809564.6721160377,5148,0,2,1,1,1,0,1,0,0,0,5
ds20181001-0562,ds20181001,641126.1574597746,1548,2766333.83691391,8716,ds20181001-0562,ds20181001-0562,organoid,2B,82,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0562,PE,0,9,2,2,2,2,0,9,9,11,9,NA,0.2443835351967805,640393.6650169819,4120,0,2,1,1,9,9,9,10,11,11,9
ds20181001-0563,ds20181001,887406.8248841225,1612,3671226.68203155,9234,ds20181001-0563,ds20181001-0563,organoid,2B,83,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0563,PE,0,9,2,2,2,2,0,9,9,11,9,NA,0.515066500640773,885094.6321118136,4496,0,2,1,1,9,9,9,10,11,11,9
ds20181001-0564,ds20181001,928217.5370966245,1573,4212379.28417545,9130,ds20181001-0564,ds20181001-0564,organoid,2B,84,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0564,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.5232492354754794,928070.5061307976,4285,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0565,ds20181001,799870.3418829106,1531,3525581.65480528,8663,ds20181001-0565,ds20181001-0565,organoid,2B,85,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0565,PE,0,9,2,2,2,2,0,9,9,11,9,NA,0.3280729516570777,799740.9675538291,3868,0,2,1,1,1,0,1,0,0,0,9
